First Name,Last Name,Company,Email,Phone,Lead Source,Lead Status,Industry,Created Date
Michael,Yoder,Solis Group,ksawyer@gmail.com,(841)173-0985,Email,Converted,Finance,2024-07-26
Jeffrey,Shepard,Myers-Howard,charles93@frederick.com,+1-197-400-5643,Ads,New,Manufacturing,2024-11-24
Pamela,Brown,Payne Ltd,youngcharles@hotmail.com,+1-051-699-1872x401,Phone Inquiry,Qualified,Manufacturing,2024-07-31
Tyler,Perez,Reynolds-Turner,velazquezanthony@ferguson.com,+1-706-626-6821,Phone Inquiry,New,Finance,2025-01-04
David,Gilbert,Bell-Cooper,jessechapman@gutierrez.org,0301027240,Web,New,Retail,2024-11-16
Michael,Rios,Bolton and Sons,qsandoval@gmail.com,483-753-7458,Phone Inquiry,New,Software,2024-11-08
Misty,Sanchez,Flores-Weaver,reedrobert@tucker.net,483.152.0377,Referral,Converted,Finance,2024-08-31
Andrew,Huff,Ramirez-Cruz,ramirezchelsea@smith-reyes.info,3362680408,Phone Inquiry,Lost,Retail,2025-05-10
Michael,Johnson,"Webster, Rogers and Clayton",katherinepeterson@hotmail.com,(601)864-8769x98426,Ads,Converted,Healthcare,2025-01-15
Julie,Middleton,Velez LLC,lutzkelsey@yahoo.com,960-945-4490x14954,Social Media,Contacted,Healthcare,2025-06-12
Harold,Ford,Smith-Johnson,jlittle@gmail.com,(091)498-5172x44472,Ads,New,Healthcare,2024-10-14
Crystal,Thomas,"Douglas, Hall and Pena",criley@love.com,058-093-5118x718,Social Media,Lost,Retail,2024-08-17
Joel,Nguyen,Calderon-Becker,jliu@nguyen.com,(574)902-5042x90193,Web,Qualified,Finance,2025-05-27
Lawrence,Baldwin,"Romero, Perkins and Cooper",crivas@barber.com,398-986-8180,Phone Inquiry,Lost,Finance,2025-03-10
Thomas,Warren,Stewart-Lee,marklloyd@yahoo.com,751.376.5158,Email,New,Manufacturing,2025-01-30
Charles,Cox,Jacobs-Cole,ashleyserrano@gmail.com,+1-369-294-4551,Email,Converted,Manufacturing,2024-08-18
Ricky,Wagner,Johnston Ltd,nancysmith@barnes.info,001-120-602-1288x6652,Email,New,Healthcare,2024-12-21
Heidi,Allen,Wilson-Merritt,mcknightbrandon@hotmail.com,(767)647-2298x120,Email,Contacted,Software,2025-03-05
Brittany,Craig,Gray-Gonzales,halltrevor@gmail.com,001-889-864-5652,Phone Inquiry,New,Manufacturing,2024-09-11
Bobby,Landry,"Clark, Stone and Andrews",reedgabriel@yahoo.com,773-244-9134x213,Referral,Converted,Software,2025-02-17
Mary,Fischer,George Inc,freemanlynn@harris-mcmahon.org,(782)741-1767x41241,Web,Qualified,Finance,2024-12-02
Linda,Garner,Luna LLC,joshua81@watts.com,001-853-800-3296x334,Referral,Converted,Finance,2025-01-16
Edward,Cervantes,"Crawford, Anderson and Walters",aaronjones@carr.com,+1-693-578-2434x776,Web,Converted,Finance,2025-03-07
Michael,Castillo,Robinson LLC,qnguyen@yahoo.com,275-156-2779,Social Media,Contacted,Finance,2024-12-25
Grace,Johnson,Romero-Wu,hartmarcus@hotmail.com,667-664-0473x50476,Email,Contacted,Education,2024-10-11
Ashley,Jackson,Chan Inc,cassidysmith@hotmail.com,6155810835,Web,Qualified,Finance,2025-02-10
James,Moore,"Foster, Robbins and Roberts",martin38@wright.net,867-024-4033,Referral,Converted,Retail,2024-07-31
Joseph,Martinez,Rios-Anderson,joneswilliam@hotmail.com,001-600-892-1963x94568,Referral,New,Manufacturing,2025-05-02
Andrew,Hill,Garcia Ltd,fcarter@gmail.com,(847)488-3607x65817,Web,Contacted,Software,2024-10-13
Becky,Johnson,West Group,martin11@jackson.com,269-789-3074,Email,Contacted,Education,2024-12-24
Larry,Morgan,Johnson Ltd,adamsjason@hotmail.com,875.357.7881x1616,Email,New,Finance,2024-09-05
Katherine,Martin,"Martinez, Gonzalez and Kane",mccluretyler@pratt.net,(604)164-4859x59224,Email,New,Finance,2025-02-06
Gina,Lang,"Watson, Munoz and Kennedy",sara22@espinoza.com,(710)433-1875,Ads,Lost,Education,2024-08-23
Bruce,Harrison,Jones Ltd,courtney34@hoover-parrish.org,001-459-648-8319x2134,Web,New,Healthcare,2024-09-25
Jose,Garcia,"Matthews, Miranda and Rivera",aclark@gmail.com,192.227.0510,Phone Inquiry,Qualified,Education,2024-09-09
William,Gonzales,"Ruiz, Turner and Wolf",ybennett@wells.net,932-426-8774,Social Media,New,Healthcare,2025-04-10
David,Yoder,"Bailey, Johnson and Diaz",jessica39@hotmail.com,652.037.5830,Social Media,Contacted,Education,2025-03-02
Lance,Davis,Moon-Shaw,arthur47@williams-dominguez.com,090-797-7278x105,Web,Converted,Retail,2024-07-29
Chloe,Reeves,"Fitzgerald, Pitts and Anderson",browndana@gmail.com,184-390-5529x58066,Phone Inquiry,New,Software,2025-06-08
Elizabeth,Brown,Bryan PLC,christopher70@franklin-barker.biz,(044)851-5791,Phone Inquiry,Lost,Healthcare,2025-02-22
Sarah,Davis,White Inc,brittany02@robinson.info,343-240-6424,Ads,New,Healthcare,2024-09-10
Annette,Gutierrez,Nelson and Sons,jordan74@burns.com,(872)096-2893x654,Ads,Lost,Software,2024-10-06
Matthew,Schmitt,"Gallegos, Bauer and Davis",jeffery40@holmes.com,279.559.6905x1502,Web,Qualified,Education,2024-12-28
Thomas,Rogers,Lopez LLC,stevenlopez@gmail.com,979.966.7345x957,Referral,New,Finance,2025-04-07
Richard,Williams,Hines PLC,rsimmons@morales.com,+1-839-225-0142x576,Email,Converted,Manufacturing,2024-09-20
Steven,Hopkins,Andrade LLC,lopezmichaela@yahoo.com,328-507-2517,Social Media,Converted,Manufacturing,2025-02-16
Gloria,Hale,Barnett-Guerra,hugheslucas@ross.com,+1-696-815-7903x92355,Email,Lost,Education,2024-11-26
Walter,Smith,"Walton, Melendez and Brewer",nlopez@graham-morgan.com,(244)670-4622x68171,Social Media,Qualified,Healthcare,2024-11-29
Gina,Garcia,Lara-Smith,autumncruz@yahoo.com,7660464197,Social Media,Converted,Healthcare,2025-01-28
Nathan,Wells,Richard-Bonilla,tinaschmidt@berg-miller.com,943-897-6074x01775,Web,New,Manufacturing,2024-08-06
Pamela,Parks,Simmons-Leonard,guy56@griffin.com,+1-150-863-2181x227,Ads,Converted,Manufacturing,2025-01-01
Patricia,Reed,Barker-Sanchez,jonesnathan@gmail.com,+1-168-154-6602x416,Referral,Lost,Healthcare,2024-09-01
Laura,Duncan,Gilbert-Ryan,brooksthomas@hill-barker.com,809-624-4063x062,Referral,Lost,Retail,2024-11-01
Joseph,George,"Flores, Walker and Smith",bryceroberts@hotmail.com,+1-796-958-6780x555,Phone Inquiry,Lost,Healthcare,2024-11-29
Lynn,Hernandez,"Porter, Patel and Jackson",richard91@hotmail.com,851.385.4457x7029,Ads,New,Retail,2025-03-02
Garrett,Bell,Perry-Hubbard,yfritz@hotmail.com,(691)163-3194,Phone Inquiry,Qualified,Manufacturing,2024-09-25
Michelle,Wang,"Werner, Pierce and Bell",rlester@townsend-mccoy.com,886.367.7472x26408,Email,Qualified,Finance,2025-06-05
Matthew,Marshall,Vega Inc,amccann@gmail.com,+1-093-299-8199x6059,Ads,Lost,Software,2024-10-23
Garrett,Garrett,"Davis, Wood and Paul",melissamartin@yahoo.com,001-327-352-4103x9773,Web,New,Software,2025-04-09
Carrie,Fritz,Kaufman PLC,monica23@bowen-jones.com,+1-687-616-4819x80770,Phone Inquiry,New,Manufacturing,2024-11-08
Lisa,Clayton,"Mack, Cox and Moran",gcobb@gmail.com,912-565-2373x415,Ads,Qualified,Finance,2025-03-24
Heather,Ellis,"Vasquez, Sanchez and Green",crivera@hotmail.com,949-022-8403x595,Social Media,New,Education,2025-04-21
Kelly,Duffy,Bradley LLC,jnunez@hotmail.com,001-229-464-3039x429,Social Media,Converted,Retail,2024-07-22
Jordan,Griffith,"Berg, Black and Woods",dawn98@mills-gray.info,+1-287-276-0153x4332,Ads,New,Healthcare,2024-11-03
Charlotte,Daniel,Santos LLC,ohudson@gmail.com,001-833-506-1581x4888,Email,Lost,Manufacturing,2025-06-21
Christopher,Yates,Knight-Wright,hannahcurtis@gmail.com,720.948.4131,Web,Qualified,Education,2025-07-04
Rebecca,Mills,Clark and Sons,ygarcia@gmail.com,137-171-7318x93974,Email,Qualified,Software,2025-02-24
Alec,Jordan,Cortez Group,qgay@guzman-vasquez.com,878-444-8354x88471,Social Media,Converted,Finance,2025-05-07
Sonya,Freeman,Barry-Hicks,haroldhodges@hotmail.com,175-823-1334x8458,Referral,Lost,Finance,2025-01-17
Dakota,Evans,"Clark, Powers and Morris",kfloyd@bates.info,+1-964-347-4524x5557,Web,Qualified,Education,2024-11-14
Ronald,Long,Smith-Case,zgomez@proctor.com,001-334-450-5665x883,Email,New,Retail,2025-05-23
Jason,Shaw,Rodriguez-Sanchez,ldavid@yahoo.com,6734996010,Social Media,Contacted,Healthcare,2025-03-23
Matthew,Medina,Mclean-Rodriguez,nguyenkimberly@holloway-sawyer.org,938-173-5984x8840,Social Media,Converted,Education,2024-09-10
Kelsey,Jones,"Dawson, Edwards and Castaneda",jackmcdonald@yahoo.com,(534)490-2166x670,Ads,Converted,Software,2025-06-05
Allison,Durham,"Brooks, Knight and Forbes",vcampbell@hotmail.com,191-818-2819,Social Media,Qualified,Software,2025-07-11
Taylor,Santos,Walton Ltd,steven25@gmail.com,(957)860-6940,Referral,Qualified,Manufacturing,2025-03-17
Maria,Smith,Morris and Sons,breannasaunders@hotmail.com,395.923.2342x108,Email,Qualified,Retail,2025-03-08
Shirley,Williams,Fernandez Inc,sarah33@yahoo.com,(643)350-2716,Web,Contacted,Finance,2024-07-27
Scott,Manning,"Clark, Williams and Gonzales",kellilawrence@davis.net,001-812-317-9556,Social Media,Lost,Software,2024-09-30
Jason,Davis,"Ward, Scott and Rodriguez",smithlinda@yahoo.com,554-164-3167,Referral,New,Software,2024-07-24
Stephanie,Hill,"Merritt, Williams and Boone",andersoneric@harrison.com,001-459-626-2282x2512,Ads,Converted,Finance,2024-07-29
Tyler,Torres,"Brooks, Skinner and Howell",riverapamela@moss.biz,8698221053,Phone Inquiry,Lost,Healthcare,2024-08-22
Robert,Jones,Marshall-Perry,melodypacheco@gmail.com,774-258-5917x7932,Email,Contacted,Retail,2024-10-11
Zachary,Trujillo,Perez Inc,ncampbell@wright.com,001-457-988-9425x6529,Email,Qualified,Education,2025-04-29
Sarah,Johnson,Welch-Bauer,thomasaustin@martin.com,001-775-396-7379,Social Media,New,Software,2024-10-28
Amy,Wilson,Rios-Robertson,wendy24@yahoo.com,871.584.1560x8213,Referral,Contacted,Education,2025-01-11
Maria,Martinez,"Phillips, Marks and Parker",burchteresa@gmail.com,(832)303-5892x9880,Web,New,Retail,2025-05-24
Amanda,Ryan,"Valentine, Schmidt and Brooks",cynthiatrevino@bridges.com,+1-963-406-4686,Phone Inquiry,Lost,Healthcare,2025-06-30
Thomas,Morris,"Hurley, Smith and King",sandraaustin@gmail.com,6227236266,Social Media,Lost,Healthcare,2025-03-04
James,Flowers,Perez LLC,vmartinez@blackburn.com,001-501-848-1973x74189,Email,Contacted,Education,2025-01-10
Eric,Beard,"Peterson, Nelson and Travis",daniel76@hotmail.com,(743)811-9953,Web,Qualified,Healthcare,2025-06-20
Melissa,Simpson,"Richmond, Fisher and Little",rebecca85@yahoo.com,+1-451-017-3973x96417,Web,Qualified,Manufacturing,2025-02-20
Catherine,Cunningham,"Stone, Schaefer and Reyes",johnstondavid@ward.org,(605)779-8066x03920,Ads,Converted,Healthcare,2025-03-19
Sonya,Garcia,Pham-Daniel,loretta55@gmail.com,705-742-3885x652,Social Media,Qualified,Software,2025-06-11
Vincent,Davis,Jensen-Singh,maria11@sullivan.biz,475.575.2250,Referral,Lost,Education,2024-08-30
James,Collins,"Graves, Castro and Sherman",emontgomery@davis.org,+1-642-585-6261x49915,Web,New,Finance,2024-10-13
Scott,Williams,"Moore, Haney and Johnson",johnperez@cain.com,+1-776-889-3628x969,Email,Contacted,Finance,2025-06-28
Rachel,Hughes,Mann-Holden,pwood@yahoo.com,+1-512-538-9218,Email,Qualified,Retail,2025-04-19
Thomas,Edwards,"Perez, Bailey and Park",dadams@montgomery-crawford.biz,208-780-5721,Web,New,Healthcare,2025-04-08
Michael,Blevins,Hudson-Valentine,wjordan@andersen.info,845-398-6289x5090,Ads,Lost,Finance,2025-04-20
Karen,Matthews,Austin PLC,jessicawright@hotmail.com,001-220-715-1169x66672,Referral,Lost,Education,2025-06-12
Matthew,Davis,Thompson-Jordan,qdavis@yahoo.com,351.571.8409,Ads,Contacted,Education,2024-08-10
Tina,Brown,Davis-Smith,murphykevin@elliott.com,+1-972-835-1295x9272,Social Media,Qualified,Software,2025-01-31
Eduardo,Fuentes,Howell PLC,savannah15@white.info,929.578.6718,Phone Inquiry,New,Healthcare,2024-08-12
Matthew,Diaz,Horne Group,dwilliams@cochran-browning.org,815-899-8868,Web,Lost,Software,2025-03-24
James,Flores,Gallagher-Carter,fgraham@yahoo.com,7158796474,Email,Converted,Healthcare,2025-05-13
Gabriella,Brown,Lopez Inc,daniellestevenson@hotmail.com,0463580688,Social Media,Lost,Manufacturing,2025-06-12
Gregory,Wood,"Williams, Lewis and Bryant",jenniferjones@simpson.org,0631403526,Ads,Lost,Retail,2025-06-04
Jeremy,Lowery,Williams-Thomas,nicole69@shields.com,(066)643-7490x60723,Web,Lost,Software,2024-08-14
Dana,Wilson,Jones-Herrera,stephanie64@mitchell.com,(318)732-8077x1130,Email,Contacted,Education,2025-06-06
Paul,Miller,"Drake, Allen and Gilbert",scotthammond@hotmail.com,335.090.2542x57306,Phone Inquiry,Qualified,Software,2024-12-12
Eric,Carter,Perez Ltd,diane70@jones-sanchez.net,822-850-1168x8092,Phone Inquiry,New,Finance,2025-04-25
Sarah,Wood,Valenzuela Ltd,jamesanna@mack-wilson.com,001-098-107-9649x67379,Phone Inquiry,Converted,Healthcare,2024-10-23
Michael,Travis,Mendoza-Roach,jeffrey42@yahoo.com,250-642-0768x362,Social Media,New,Healthcare,2025-06-09
Courtney,Clark,Fisher-Butler,dfarley@yahoo.com,562-833-3393x95786,Email,Qualified,Finance,2024-12-10
Dawn,Lewis,Harrison PLC,rebecca96@gmail.com,358.268.6270,Email,Contacted,Software,2025-04-13
Jamie,Bradley,Nelson Ltd,zandrews@hernandez.info,275.998.0111,Social Media,New,Education,2024-07-26
Alan,Atkins,Rivera Inc,james23@yahoo.com,595-977-5244,Social Media,Contacted,Retail,2024-08-26
Leah,Moore,Martin Inc,annafuller@hotmail.com,312-710-2676x720,Email,Contacted,Finance,2025-03-02
Hailey,Meyers,Richards-White,kpotts@blackwell-huerta.com,229-462-1354,Web,Contacted,Retail,2025-04-20
Laura,Buchanan,Morrison-Lloyd,xfrey@lee-ramirez.net,7520344765,Referral,Contacted,Education,2024-08-02
Joshua,Carney,"Ellis, Miller and Arnold",navarroandrew@gonzalez-harrison.biz,4655866525,Referral,New,Finance,2025-04-23
Jose,Lee,Adams-Gentry,michelle10@drake.com,251-293-1100,Ads,Lost,Healthcare,2025-04-30
Lindsay,Berg,"Jones, Aguilar and Sheppard",kristi19@gmail.com,2312110633,Social Media,Converted,Healthcare,2024-08-06
Jennifer,Hughes,"Moreno, Alvarez and Gonzalez",taylordennis@hotmail.com,7280123428,Ads,Converted,Manufacturing,2025-02-26
Teresa,Graves,"Gill, Lopez and Allison",ralphhuff@guzman-hunter.com,645.380.4421,Ads,Converted,Retail,2024-08-10
Bryan,Cooper,"Brown, Campos and Jordan",rowlandemily@yahoo.com,001-591-945-7575,Ads,Qualified,Finance,2025-01-28
Kevin,Burns,"Duarte, Lee and Matthews",robert75@ford-nolan.info,(266)025-6265,Phone Inquiry,New,Healthcare,2024-07-23
Ryan,Roth,Hernandez and Sons,smiththomas@rogers-smith.biz,(484)337-9766,Phone Inquiry,Qualified,Retail,2025-06-13
Ernest,Costa,Gomez Inc,janice94@young.com,(704)254-9691x92845,Social Media,New,Retail,2025-04-25
Nathaniel,Barker,Wood Group,westrobert@blackburn.com,748-595-3259x39933,Social Media,New,Retail,2025-01-23
Anna,Zamora,Dixon-Davis,christopher77@mccullough.com,634.250.7330x559,Phone Inquiry,Lost,Software,2025-01-21
Anna,Bowers,Washington-Edwards,susanharper@phillips.com,843.660.4432x40061,Web,Qualified,Retail,2024-12-08
Steven,Browning,Griffin Group,gblake@bryant-gonzalez.org,429.250.1058x752,Web,New,Education,2024-11-17
Marie,Brooks,Fuller Ltd,nthompson@gmail.com,+1-459-908-0271x1221,Social Media,Converted,Healthcare,2025-02-06
Frank,Reeves,Fischer LLC,gutierrezkaren@yahoo.com,(808)662-8137x2143,Phone Inquiry,Converted,Education,2024-10-18
Brian,Vega,Williams Ltd,owilliams@dodson.net,566-084-7068x10390,Ads,New,Healthcare,2024-10-07
Jerome,Henry,Miles-Perkins,randyhernandez@gmail.com,+1-944-858-6239x4535,Social Media,Contacted,Retail,2025-07-01
Jorge,Wilson,Hayes-Griffin,jackwilliams@gmail.com,001-339-439-4570x3943,Social Media,Lost,Education,2025-02-01
Andrew,Smith,Dalton and Sons,dcortez@yahoo.com,+1-277-894-3191x009,Referral,New,Healthcare,2024-08-06
Mercedes,Arroyo,Turner Group,brownjason@maddox.com,460-401-4247,Web,Qualified,Manufacturing,2025-07-14
Sarah,Lucero,Martinez Ltd,hthompson@hardy.org,001-844-097-1231x660,Web,Converted,Manufacturing,2024-08-01
Tyler,Rivas,Thompson-Smith,chungnancy@campbell.com,+1-433-700-9687x30451,Referral,New,Finance,2025-03-07
Michael,Hoover,"Martin, Hopkins and Watson",jill56@carpenter.info,(427)865-6194x255,Ads,Lost,Healthcare,2025-03-25
Steven,Molina,"Martin, Williams and Hunter",amber29@rowland.biz,618-808-1904,Social Media,Converted,Education,2025-07-15
Andrea,Dunlap,"Perez, Mckinney and Rogers",jessica58@mills-weiss.com,001-561-372-3081,Referral,Qualified,Retail,2025-01-26
Drew,Jones,Allen-Sullivan,lynnjames@johnson.com,(114)716-5609,Email,Lost,Healthcare,2024-11-11
Matthew,Brooks,Patterson-Lawrence,sheltontiffany@yahoo.com,504-768-1699x57060,Email,Converted,Software,2025-01-23
Katherine,Miller,Stephens-Miller,vjames@munoz.com,487-396-1029x08718,Ads,Qualified,Software,2024-09-26
Steven,Terry,Solis-Nichols,brenda87@barrera.com,4956121377,Email,New,Education,2024-10-22
Adam,Parsons,"Whitehead, Barton and Williams",matthewvega@perez-wallace.com,222-990-7756,Ads,Lost,Retail,2024-07-25
Jeanette,Hurst,Reid-Rodriguez,ramirezangela@yahoo.com,114-576-8321,Email,Converted,Finance,2024-07-27
Fernando,Hudson,"Gonzalez, Keller and Gardner",yjones@hotmail.com,(961)803-3242,Email,New,Education,2025-05-03
Jacqueline,Smith,Dixon Inc,brenda04@flores.info,377.731.2688,Ads,Contacted,Retail,2025-06-16
Linda,Thomas,Hodge and Sons,epalmer@martin.com,460.605.6035,Email,Lost,Finance,2024-12-16
Shannon,Huff,Goodman and Sons,wlucas@hotmail.com,(398)471-6906,Social Media,New,Retail,2024-08-12
Anna,Bush,Mejia Inc,phillip75@yahoo.com,+1-954-787-6989,Social Media,Lost,Manufacturing,2025-03-07
Donna,Berry,Rogers-Holt,kingjoseph@yahoo.com,983-553-9354x3586,Email,Contacted,Manufacturing,2024-11-03
Joseph,Coleman,"Lopez, Austin and Buchanan",gloriaward@hotmail.com,+1-537-982-1433,Ads,Converted,Software,2025-03-07
Kristy,Greer,Clay Group,peterlove@hotmail.com,852.491.4168x601,Ads,Lost,Education,2024-09-29
Lisa,Scott,Gibson-Ewing,dgonzalez@yahoo.com,+1-791-766-5122x1500,Email,New,Retail,2025-06-12
Chad,Rodriguez,"Adams, Bowers and Frost",billkeller@gmail.com,1594463339,Email,Contacted,Finance,2025-03-09
Ashley,Adams,"Gomez, Young and Johnson",georgeburch@yahoo.com,890.219.9471,Email,Lost,Finance,2024-08-24
John,Russell,Stevens and Sons,joshuasmith@parker.biz,331.167.7269x608,Referral,Contacted,Finance,2025-05-11
Joseph,Macias,Kim-Golden,andrew89@yahoo.com,935.219.6263x355,Web,Qualified,Software,2024-12-22
Joshua,Espinoza,Gray Group,debbiebrown@mcbride.biz,7676164534,Social Media,Converted,Manufacturing,2024-12-07
Rhonda,Green,Jackson PLC,wernermichael@davis.com,+1-804-184-7242x642,Social Media,New,Manufacturing,2024-10-14
Robert,Jackson,Hall Inc,keithharrison@jacobson-young.com,+1-111-428-1785x228,Email,Converted,Finance,2025-07-15
Jacob,Buchanan,Foley-Miranda,longgary@moore-anderson.org,(947)372-1329x016,Social Media,Lost,Finance,2024-09-08
Aaron,Murray,Byrd-Foster,hhayden@yahoo.com,+1-964-862-8720x319,Referral,Contacted,Manufacturing,2024-12-07
Meagan,Wilson,Reyes-Evans,tony03@hampton-christensen.info,001-246-320-3747,Social Media,Contacted,Manufacturing,2024-12-20
Steven,Marshall,Ford Group,stacieprince@phillips.com,661.945.8870x715,Phone Inquiry,New,Healthcare,2024-11-23
James,Weeks,Smith Inc,brian83@meyer.org,595.450.8917x768,Email,Contacted,Healthcare,2024-08-01
Elizabeth,Kelley,"Knight, Jones and Donaldson",donna74@gmail.com,(319)646-3004,Social Media,Qualified,Manufacturing,2024-07-22
Stephanie,Lee,"Lee, Lloyd and Ware",veronica30@gmail.com,(047)137-2711,Phone Inquiry,Contacted,Education,2025-04-03
Steve,Lam,"Luna, Watson and Harrison",crystal58@gmail.com,+1-984-933-0674x58476,Referral,Qualified,Healthcare,2024-08-06
Stephanie,Evans,Rodriguez-Hernandez,nicolewright@howe.net,566.695.4132x97150,Referral,Qualified,Manufacturing,2025-01-03
Richard,Reynolds,Kennedy-Johnson,parkertommy@yahoo.com,(936)634-3925x2959,Social Media,Lost,Healthcare,2024-12-11
Melissa,Garcia,Hogan Inc,fvasquez@wong.com,2455910245,Email,Lost,Education,2024-08-25
Benjamin,Aguilar,Mendez and Sons,fholloway@adams.org,194.217.9428x17934,Social Media,Lost,Finance,2024-07-30
Phillip,Morgan,Neal Group,kelly66@gmail.com,533-722-0109x1217,Referral,Converted,Finance,2024-09-04
Edward,Jones,Watts-Riley,portiz@hotmail.com,+1-894-370-5263x51004,Email,New,Manufacturing,2024-12-16
Jacob,Jimenez,"Levy, Bowers and Huffman",lisamcgee@hotmail.com,(592)024-6175x20238,Phone Inquiry,Qualified,Education,2025-03-09
Tyler,Ramirez,Le Group,welchjennifer@watson.net,325.848.6899,Web,Converted,Software,2025-07-12
Cheryl,Graham,"Mcbride, Gibson and Ball",vwilliams@gmail.com,(917)679-9359x37440,Email,New,Finance,2025-05-31
Jerome,Strong,Foster-Smith,walkerlorraine@sanders.com,488-608-4907,Email,Lost,Education,2025-02-28
Jason,Stanley,Chan-Wyatt,gregory30@hotmail.com,(153)701-2424x46263,Referral,Lost,Software,2025-04-27
Frank,Davis,Collins-Daniels,mcgrathmorgan@mckay.com,(175)188-7817,Referral,Lost,Retail,2025-04-03
Christina,Floyd,Mccormick-Gomez,amywright@gmail.com,+1-112-252-8837x505,Web,Lost,Software,2025-06-14
Paul,Sherman,Aguirre Group,jameswalsh@adkins.com,+1-787-655-3007x30950,Phone Inquiry,Converted,Retail,2025-04-02
Sarah,Wong,Brady-Smith,gmiller@hotmail.com,819.277.8851x90534,Referral,Lost,Software,2025-02-11
Lynn,Carter,Brown LLC,lisa24@atkinson-zavala.net,(174)460-0452x128,Email,Contacted,Software,2025-03-09
Carol,Garcia,Davis LLC,pamela29@gmail.com,001-130-448-8189,Email,New,Manufacturing,2025-06-20
Hannah,Phillips,"Barrett, Garcia and Powell",samantha61@cook.com,001-017-075-6814,Ads,Qualified,Finance,2024-09-17
Brittany,Hoffman,Miller and Sons,mccoyandre@daniel.com,001-836-084-9378x3063,Referral,New,Retail,2025-03-13
Elizabeth,Lee,"Carter, Taylor and Beltran",joseph91@hotmail.com,(497)016-9342x92913,Phone Inquiry,Contacted,Manufacturing,2024-09-07
Jennifer,Hall,Mcgee Ltd,nanderson@chung-andrews.com,001-106-153-7221x556,Phone Inquiry,Lost,Education,2024-12-12
Donna,Becker,Alvarado-Hodge,paullopez@hodge.com,(040)672-0078x43614,Web,New,Software,2024-09-10
Justin,Thompson,Kennedy PLC,pbailey@cole.com,642.737.2037x6388,Email,Contacted,Finance,2025-03-24
Sarah,Rodriguez,"Wood, Scott and Garcia",ksmith@gmail.com,443.899.8278,Social Media,Converted,Education,2024-07-19
Edward,Smith,"Carrillo, Barnes and Peterson",jacoboconnor@hotmail.com,001-644-936-9995x16793,Phone Inquiry,New,Retail,2025-06-28
John,Williams,Kelly-Blake,jperez@gmail.com,001-119-236-0376x811,Referral,Qualified,Software,2025-04-08
Veronica,Dunn,"Taylor, Rojas and Robinson",scottsamantha@martinez-ramirez.org,315.391.1498x307,Web,Contacted,Healthcare,2025-04-11
Joshua,Jackson,"Chandler, Howe and Burns",gclay@gordon.org,065-578-2019x043,Ads,Converted,Healthcare,2024-09-22
Lynn,Young,Oconnor and Sons,davidmurray@cole.com,(462)127-6025x082,Web,New,Healthcare,2025-04-09
Megan,Fisher,Duran and Sons,roberthamilton@hess.net,+1-899-572-9893x76297,Social Media,Converted,Software,2024-11-03
Leslie,Obrien,"Yates, Houston and Gonzalez",dbarton@gmail.com,001-120-381-8769,Ads,Converted,Education,2025-04-20
Joan,Taylor,"White, Liu and Lindsey",romerocatherine@allen.com,881-445-8220x67323,Referral,Contacted,Retail,2025-04-15
Daisy,Holmes,"Ramos, Henderson and Schultz",steven45@johnson.com,001-001-529-1137x17850,Phone Inquiry,New,Education,2025-05-19
Crystal,Schmitt,Ball LLC,ychambers@hotmail.com,+1-444-218-2998x7478,Email,Contacted,Education,2025-07-06
Katrina,Hernandez,Mason-Kramer,gharrison@yahoo.com,009.004.3655x158,Phone Inquiry,Contacted,Manufacturing,2024-11-01
Alyssa,Sullivan,"Martinez, Gutierrez and Salinas",mike05@underwood-glover.biz,001-080-706-3369x9879,Ads,New,Education,2024-12-02
Kristin,Smith,"Osborne, Benton and Chase",calebadams@hebert.com,188.044.2877x38363,Email,New,Education,2025-02-08
Deborah,Ross,Moore Inc,smontgomery@jackson.com,(420)362-5863x14417,Social Media,Converted,Education,2025-06-22
Billy,Price,"Price, Gomez and Christensen",lopezkristina@hotmail.com,+1-558-243-0176x46448,Social Media,New,Healthcare,2025-02-26
Susan,Moreno,Ingram Ltd,john88@greer.com,001-279-050-4043x3335,Phone Inquiry,New,Manufacturing,2024-10-01
Maria,Scott,Stephenson-Martinez,lindadavis@greene.com,+1-093-391-3732,Phone Inquiry,Qualified,Retail,2024-12-22
Dawn,Key,Khan Inc,hullcheryl@crawford.com,868.800.2300x915,Ads,New,Retail,2025-05-16
Robert,Dunn,"Warren, Smith and Barker",fwalsh@yahoo.com,001-491-609-3659x5201,Web,Qualified,Finance,2024-11-15
Cassandra,Stokes,"Fowler, Andrews and Rodriguez",jessemoreno@yahoo.com,9263223998,Ads,New,Education,2024-09-13
Charles,Hayes,Morgan-Jones,dominguezmeredith@yahoo.com,(886)050-5376,Ads,Qualified,Finance,2024-12-31
Ryan,Gibbs,Stone Inc,ronaldbradford@acevedo.net,566.910.6271,Web,Qualified,Education,2024-11-19
Shelby,Lewis,Saunders LLC,brett68@hotmail.com,(691)776-8293,Email,Contacted,Manufacturing,2025-02-06
Marie,Roberts,Wilson LLC,vdeleon@young-roy.net,001-826-033-5910x1570,Phone Inquiry,Lost,Manufacturing,2025-03-10
Lynn,Romero,"Carpenter, Brown and Roberts",espinozashawn@aguilar-martin.org,001-996-996-4899x718,Referral,Contacted,Software,2024-11-09
Dustin,Bowers,"Cruz, Crane and Wright",phillipskelsey@yahoo.com,001-932-312-3426,Ads,Lost,Software,2024-12-21
